article_name,country,revision_id,article_quality,population
Džemal Bijedić,Bosnia-Herzegovina,796961280,Start,3.5
Ante Marković,Bosnia-Herzegovina,796961419,C,3.5
Beriz Belkić,Bosnia-Herzegovina,797214902,Stub,3.5
Eugen von Albori,Bosnia-Herzegovina,797514505,Stub,3.5
Selmo Cikotić,Bosnia-Herzegovina,797573033,Start,3.5
Josip Grubeša,Bosnia-Herzegovina,797717577,Stub,3.5
Ismet Popovac,Bosnia-Herzegovina,798333700,FA,3.5
Marija Bursać,Bosnia-Herzegovina,798893480,GA,3.5
Milorad Dodik,Bosnia-Herzegovina,799004916,C,3.5
Sanjin Halimović,Bosnia-Herzegovina,799306248,Start,3.5
Milan Jelić,Bosnia-Herzegovina,799415319,Start,3.5
Muhamed Hadžijamaković,Bosnia-Herzegovina,799821074,Stub,3.5
Nezir Škaljić,Bosnia-Herzegovina,799829546,Start,3.5
Mladen Ivanić,Bosnia-Herzegovina,800262824,Start,3.5
Reuf Bajrović,Bosnia-Herzegovina,800276577,Start,3.5
Momčilo Krajišnik,Bosnia-Herzegovina,800284519,C,3.5
Zoran Talić (politician),Bosnia-Herzegovina,800406069,Stub,3.5
Dragan Đokanović,Bosnia-Herzegovina,800472892,B,3.5
Dženan Đonlagić,Bosnia-Herzegovina,800739224,Start,3.5
Željko Komšić,Bosnia-Herzegovina,801072255,C,3.5
Adamir Jerković,Bosnia-Herzegovina,801268307,C,3.5
Borjana Krišto,Bosnia-Herzegovina,801400419,Stub,3.5
Elvira Abdić-Jelenović,Bosnia-Herzegovina,801501270,Stub,3.5
Ejup Ganić,Bosnia-Herzegovina,801505016,C,3.5
Lidija Bradara,Bosnia-Herzegovina,801979001,Stub,3.5
Esad Kulović,Bosnia-Herzegovina,802008192,Start,3.5
Safet Halilović,Bosnia-Herzegovina,802271665,Stub,3.5
Željka Cvijanović,Bosnia-Herzegovina,802811272,Start,3.5
Fehim Čurčić,Bosnia-Herzegovina,802927247,Start,3.5
Fikret Abdić,Bosnia-Herzegovina,803120084,C,3.5
Dragan Čavić,Bosnia-Herzegovina,803434833,Start,3.5
Omer Behmen,Bosnia-Herzegovina,803556416,Start,3.5
Desnica Radivojević,Bosnia-Herzegovina,803556847,Start,3.5
Asim Sarajlić,Bosnia-Herzegovina,803557078,Stub,3.5
Adnan Terzić,Bosnia-Herzegovina,803557443,Stub,3.5
Sulejman Tihić,Bosnia-Herzegovina,803557518,Start,3.5
Denis Zvizdić,Bosnia-Herzegovina,803557606,Start,3.5
Sefer Halilović,Bosnia-Herzegovina,803558208,C,3.5
Alija Behmen,Bosnia-Herzegovina,803558388,Stub,3.5
Muhamed Kreševljaković,Bosnia-Herzegovina,803558467,Start,3.5
Haris Silajdžić,Bosnia-Herzegovina,803558652,C,3.5
Mehmed Alajbegović,Bosnia-Herzegovina,804030279,C,3.5
Halid Genjac,Bosnia-Herzegovina,804516536,Stub,3.5
Fehim Škaljić,Bosnia-Herzegovina,804567250,C,3.5
Stjepan Kljuić,Bosnia-Herzegovina,804840909,Start,3.5
Branko Mikulić,Bosnia-Herzegovina,804954818,C,3.5
Ibrahim Spahic,Bosnia-Herzegovina,805747690,Start,3.5
Alija Izetbegović,Bosnia-Herzegovina,805844216,C,3.5
Marinko Čavara,Bosnia-Herzegovina,806166678,Start,3.5
Milomir Stakić,Bosnia-Herzegovina,806299837,Start,3.5
Mehmed Kapetanović,Bosnia-Herzegovina,806300228,Start,3.5
Stjepan Sarkotić,Bosnia-Herzegovina,806830211,C,3.5
Vojislav Šešelj,Bosnia-Herzegovina,807023634,C,3.5
Ivo Komšić,Bosnia-Herzegovina,807186343,C,3.5
Radovan Karadžić,Bosnia-Herzegovina,807211133,GA,3.5
Hasan Čengić,Bosnia-Herzegovina,807311100,Start,3.5
Ognjen Tadić,Bosnia-Herzegovina,807404871,Start,3.5
Hakija Turajlić,Bosnia-Herzegovina,807479443,Start,3.5
Abu Sayyaf (Jordan),Jordan,662927043,Start,10.2
Tawfiq Kreishan,Jordan,717726139,Start,10.2
Ahmad Masa'deh,Jordan,717962073,Stub,10.2
Attallah Suheimat,Jordan,720201700,Start,10.2
Salah Suheimat,Jordan,720298438,Start,10.2
Samih al-Maaytah,Jordan,721867598,Stub,10.2
Muhammad Suheimat,Jordan,738544746,Start,10.2
Fayez Tarawneh,Jordan,740703317,Start,10.2
Akram al-Homsi,Jordan,742931478,Stub,10.2
Nader Al-Dahabi,Jordan,746952680,Start,10.2
Muhammad Ali Ja'abari,Jordan,748112672,Stub,10.2
Toujan al-Faisal,Jordan,753532080,C,10.2
Laith Shubeilat,Jordan,760257274,Stub,10.2
Ina'am Al-Mufti,Jordan,760533730,Start,10.2
Nadia Hashem,Jordan,760549444,Start,10.2
Maha Ali,Jordan,766558056,Start,10.2
Majd Shweikeh,Jordan,767396222,Start,10.2
Zaid Al-Rifai,Jordan,770482355,Start,10.2
Faisal Al-Fayez,Jordan,773011173,Start,10.2
Fakhri Qawar,Jordan,774161630,Start,10.2
Marouf al-Bakhit,Jordan,783675339,Start,10.2
Tawfik Abu Al-Huda,Jordan,787533920,Start,10.2
Kamel Arekat,Jordan,787969992,Stub,10.2
Taghreed Hikmat,Jordan,788036635,Start,10.2
Ali Abu Al-Ragheb,Jordan,788467361,Start,10.2
Ibrahim Hashem,Jordan,788656317,Start,10.2
Hazza' al-Majali,Jordan,789596894,C,10.2
Amjad Adaileh,Jordan,790001661,Start,10.2
Awad Khleifat,Jordan,790263418,Start,10.2
Fawzi Al-Mulki,Jordan,790575563,Start,10.2
Taher al-Masri,Jordan,790576035,Start,10.2
Samir Al-Rifai,Jordan,790862483,Start,10.2
Samir Rifai,Jordan,795170378,Start,10.2
Omar Maani,Jordan,795789105,C,10.2
Rida Pasha al-Rikabi,Jordan,797341514,C,10.2
Kamel Mahadin,Jordan,798038218,C,10.2
Awn Al-Khasawneh,Jordan,799259332,Start,10.2
Mudar Badran,Jordan,799792556,Start,10.2
Sa`id Al-Mufti,Jordan,800014850,Start,10.2
Alaa Batayneh,Jordan,800487745,Start,10.2
Ali Suheimat,Jordan,800659369,Start,10.2
Wasfi al-Tal,Jordan,801038851,C,10.2
Ali Khulqi Alsharairi,Jordan,802444183,Start,10.2
Samir Murad,Jordan,803817290,Start,10.2
Ghaleb Zu'bi,Jordan,805434313,Start,10.2
Prince Rashed Al-Khuzai,Jordan,805712225,GA,10.2
Zaid ibn Shaker,Jordan,806394553,Start,10.2
Dina Kawar,Jordan,806501595,C,10.2
Maanu Paul,New Zealand,663783398,Stub,4.9
Victor Macky,New Zealand,679247120,Start,4.9
Frank Lark,New Zealand,698635954,Start,4.9
William Henry Dillon Bell,New Zealand,699931269,Stub,4.9
Gregory Fortuin,New Zealand,703569338,Stub,4.9
Alexander Creighton Arthur,New Zealand,703875077,Stub,4.9
Charles Bellringer,New Zealand,705213504,Stub,4.9
David Guthrie,New Zealand,712058133,Stub,4.9
Arthur Sexton,New Zealand,712260390,Stub,4.9
Alfred Harding,New Zealand,716826227,Stub,4.9
James McColl Dickson,New Zealand,716944323,Stub,4.9
James Escott,New Zealand,717051000,Stub,4.9
Ewen McLennan,New Zealand,717051098,Stub,4.9
Oswald Hawken,New Zealand,717714555,Stub,4.9
John Gordon Eliott,New Zealand,717714613,Stub,4.9
Alfred Ansell,New Zealand,717715071,Stub,4.9
Leonard Phillips,New Zealand,717718990,Stub,4.9
John Mason (New Zealand politician),New Zealand,717860286,Start,4.9
Frank Hockly,New Zealand,720594391,Start,4.9
Graeme Lee (politician),New Zealand,720936653,C,4.9
Matiu Rata,New Zealand,720936848,Start,4.9
John Southgate Allen,New Zealand,721199726,Stub,4.9
Edwin Henry Staples Hamilton,New Zealand,721199819,Stub,4.9
Robert Thomas McMillan,New Zealand,721199977,Stub,4.9
James Frederick Thompson,New Zealand,721200139,Stub,4.9
David Murdoch (politician),New Zealand,721200154,Stub,4.9
William Young (New Zealand politician),New Zealand,721200228,Stub,4.9
Turi Carroll,New Zealand,721266978,Stub,4.9
George Robert Hunter,New Zealand,723473108,Stub,4.9
Eliot Davis,New Zealand,723474924,Stub,4.9
Arthur Cook (New Zealand politician),New Zealand,723476222,Stub,4.9
Alexander Malcolm,New Zealand,724827562,Stub,4.9
Robert Kirkpatrick Simpson,New Zealand,724872220,Stub,4.9
Taite Te Tomo,New Zealand,724891356,Stub,4.9
Hamilton Gilmer,New Zealand,725104025,Stub,4.9
James Cotter (politician),New Zealand,725105996,Stub,4.9
James Cumming (politician),New Zealand,725106028,Stub,4.9
James Goodall,New Zealand,725106065,Stub,4.9
John Edward Duncan,New Zealand,725106429,Stub,4.9
Ida Gaskin,New Zealand,735829981,Start,4.9
Thomas MacGibbon,New Zealand,736534295,Start,4.9
Alfred Christopher Picard,New Zealand,737973291,Stub,4.9
Alfred Renall,New Zealand,737973335,Stub,4.9
Andrew Richmond,New Zealand,737973343,Stub,4.9
Christopher Basstian,New Zealand,737973432,Stub,4.9
David McMillan (politician),New Zealand,737973467,Stub,4.9
Donald Hankinson,New Zealand,737973490,Stub,4.9
Douglas Hastings Macarthur,New Zealand,737973501,Stub,4.9
Edward Hargreaves,New Zealand,737973518,Stub,4.9
Edward Lake (politician),New Zealand,737973530,Stub,4.9
Edward Lee (politician),New Zealand,737973531,Stub,4.9
Frederick Teschemaker,New Zealand,737973587,Stub,4.9
George Elliott Barton,New Zealand,737973604,Stub,4.9
George Henry Tribe,New Zealand,737973626,Stub,4.9
George Ireland (politician),New Zealand,737973632,Stub,4.9
George Read (New Zealand politician),New Zealand,737973645,Stub,4.9
George Williamson Hall,New Zealand,737973664,Start,4.9
Gustav von der Heyde,New Zealand,737973668,Stub,4.9
Henry Anthony Ingles,New Zealand,737973686,Stub,4.9
Henry Jackson (New Zealand politician),New Zealand,737973712,Stub,4.9
Henry Powning Stark,New Zealand,737973720,Stub,4.9
Herbert Curtis,New Zealand,737973765,Stub,4.9
Hone Tawhai,New Zealand,737973798,Stub,4.9
Hori Kerei Taiaroa,New Zealand,737973802,Start,4.9
Isaac Thomas Cookson,New Zealand,737973822,Stub,4.9
Isaac Wilson (New Zealand politician),New Zealand,737973825,Stub,4.9
James Balfour Wemyss,New Zealand,737973833,Start,4.9
James Bonar (politician),New Zealand,737973839,Stub,4.9
James Farmer (politician),New Zealand,737973842,Stub,4.9
James McPherson (New Zealand politician),New Zealand,737973909,Stub,4.9
James Williamson (politician),New Zealand,737973960,Start,4.9
John Buchanan (New Zealand politician),New Zealand,737973987,Stub,4.9
John Cuff (politician),New Zealand,737974010,Stub,4.9
John Grigg (politician),New Zealand,737974025,Stub,4.9
John McLeod (New Zealand politician),New Zealand,737974065,Stub,4.9
John Patterson (Southern Maori politician),New Zealand,737974080,Stub,4.9
Joseph Beswick,New Zealand,737974113,Stub,4.9
Joseph Hargreaves (politician),New Zealand,737974130,Stub,4.9
Joseph May (politician),New Zealand,737974139,Start,4.9
Lancelot Walker,New Zealand,737974150,Stub,4.9
Matthew Kirkbride,New Zealand,737974159,Start,4.9
Patrick McCaughan,New Zealand,737974189,Stub,4.9
Ralph Richardson (politician born 1848),New Zealand,737974215,Stub,4.9
Richard Cantrell,New Zealand,737974218,Stub,4.9
Richard Turnbull (politician),New Zealand,737974227,Stub,4.9
Robert Campbell (New Zealand politician),New Zealand,737974230,Stub,4.9
Robert Graham (New Zealand politician),New Zealand,737974236,Start,4.9
Robert Wilkin (politician),New Zealand,737974265,Stub,4.9
Samuel Locke (New Zealand politician),New Zealand,737974285,Stub,4.9
Te Puke Te Ao,New Zealand,737974306,Stub,4.9
Theophilus Heale,New Zealand,737974314,Stub,4.9
Thomas Kynnersley,New Zealand,737974348,Stub,4.9
Thomas Macfarlane,New Zealand,737974352,Stub,4.9
Timothy Gallagher (politician),New Zealand,737974363,Stub,4.9
William Bluett,New Zealand,737974390,Stub,4.9
William Butler (New Zealand politician),New Zealand,737974406,Stub,4.9
William Fisher Pearson,New Zealand,737974442,Stub,4.9
William Pollock Moat,New Zealand,737974507,Stub,4.9
William Postlethwaite,New Zealand,737974510,Stub,4.9
William Rowe (politician),New Zealand,737974520,Stub,4.9
William Tolmie (politician),New Zealand,737974552,Stub,4.9
William Turnbull Swan,New Zealand,737974554,Stub,4.9
William Waring Taylor,New Zealand,737974556,Stub,4.9
Allan Richmond Cockerell,New Zealand,737974895,Stub,4.9
Bruce McLeod (politician),New Zealand,737974983,Stub,4.9
Cheviot Wellington Rangi Dillon Bell,New Zealand,737974994,Start,4.9
George Black (New Zealand politician),New Zealand,737975134,Start,4.9
Hilcote Pitts-Brown,New Zealand,737975207,Stub,4.9
John Alexander Finlayson,New Zealand,737975268,Stub,4.9
Tia Barrett,New Zealand,737975598,Start,4.9
Walter Black (politician),New Zealand,737975622,Stub,4.9
William Adams (New Zealand politician),New Zealand,738345476,Start,4.9
James Thomas Hogan,New Zealand,739019530,Stub,4.9
Archie Taiaroa,New Zealand,742924900,Stub,4.9
Kevin Smith (conservationist),New Zealand,743818899,Stub,4.9
Leonard Allen Alexander,New Zealand,746685440,Stub,4.9
Edward Kellett (New Zealand politician),New Zealand,748080922,Start,4.9
James Sutter,New Zealand,749080564,Stub,4.9
William Dickie,New Zealand,749318494,Stub,4.9
Tony Coll,New Zealand,749318503,Start,4.9
William Bolt,New Zealand,749321355,Stub,4.9
William Beehan,New Zealand,749321366,Stub,4.9
James Holmes (politician),New Zealand,749321374,Stub,4.9
Mahuta Tāwhiao,New Zealand,749322309,Start,4.9
Richard Bollard,New Zealand,749325709,Start,4.9
James Palmer Campbell,New Zealand,749336387,Stub,4.9
Karauria Tiweka Anaru,New Zealand,749336572,Stub,4.9
Lino Isaia,New Zealand,749341533,Stub,4.9
Loimata Iupati,New Zealand,749341635,Stub,4.9
Tinielu Tuumuli,New Zealand,749341658,Stub,4.9
David Thomas Fleming,New Zealand,749346665,Stub,4.9
George Joseph Garland,New Zealand,749347303,Stub,4.9
William John Geddis,New Zealand,749347308,Stub,4.9
William Morgan (New Zealand politician),New Zealand,749372486,Stub,4.9
William McIntyre (New Zealand politician),New Zealand,749372516,Start,4.9
Andrew Maginnity,New Zealand,749372533,Stub,4.9
Patrick Nerheny,New Zealand,749372543,Stub,4.9
Percy Marunui Murphy,New Zealand,749372959,Stub,4.9
Alan McCulloch (politician),New Zealand,749372969,Stub,4.9
Robert Scott (New Zealand politician),New Zealand,749375035,Stub,4.9
John Ormsby (negotiator),New Zealand,749394024,Stub,4.9
Bill Shepherd (politician),New Zealand,749591358,Stub,4.9
Edward Walter,New Zealand,749591418,Stub,4.9
Richard Hawke,New Zealand,749772130,Stub,4.9
Edwin Dixon,New Zealand,749772746,Stub,4.9
Robert Holt Carpenter,New Zealand,750305231,Stub,4.9
William Hayward (politician),New Zealand,750306681,Stub,4.9
Robyn Hughes,New Zealand,750306785,Stub,4.9
Sue Wells,New Zealand,750308941,Start,4.9
Tom Brindle (politician),New Zealand,750330000,Start,4.9
John Bird Hine,New Zealand,750331166,Stub,4.9
Arthur Hall (New Zealand politician),New Zealand,750331178,Stub,4.9
Paul Check,New Zealand,750332847,Stub,4.9
John O'Brien (New Zealand politician),New Zealand,750333000,Start,4.9
Harold Rushworth,New Zealand,750333379,Start,4.9
Bill Andersen,New Zealand,750490005,Start,4.9
Walter William Massey,New Zealand,750491714,Stub,4.9
Archibald McNicol,New Zealand,750492768,Stub,4.9
Charles Wilson (New Zealand Reform Party politician),New Zealand,750493046,Stub,4.9
Robert Hughes (conservationist),New Zealand,750497122,Stub,4.9
Stephen King (conservationist),New Zealand,750621474,Stub,4.9
Maraea Morete,New Zealand,751562678,Stub,4.9
William Meldrum (general),New Zealand,751674411,Stub,4.9
Albert Oliphant Stewart,New Zealand,751864249,Stub,4.9
Stefan Lipa,New Zealand,751881348,Start,4.9
Jack Massey (politician),New Zealand,754400016,Start,4.9
John Topi Patuki,New Zealand,754761337,Stub,4.9
Patrick Joseph O'Kane,New Zealand,755101742,Stub,4.9
Henry Hanson Turton,New Zealand,755114971,Stub,4.9
John Lewthwaite,New Zealand,755114975,Stub,4.9
Arthur Samuel Atkinson,New Zealand,755114996,Stub,4.9
Meri Te Tai Mangakāhia,New Zealand,755180326,Start,4.9
Charles Beard Izard,New Zealand,755810131,Start,4.9
James McIndoe,New Zealand,756855787,Stub,4.9
George Cutfield,New Zealand,756985769,Stub,4.9
George Dean Pitt,New Zealand,757077543,Start,4.9
Alexander Paterson O'Shea,New Zealand,757202679,Start,4.9
Walter Powdrell,New Zealand,757314049,Stub,4.9
George Pearce (New Zealand politician),New Zealand,757314067,Stub,4.9
Ellen Melville,New Zealand,757340911,Start,4.9
Mama Tere Strickland,New Zealand,757344302,Start,4.9
William Grounds,New Zealand,757449545,Stub,4.9
Nathanael Chalmers,New Zealand,757498163,Stub,4.9
Zillah Smith Gill,New Zealand,757498847,Stub,4.9
Thomas Allan Napier Corson,New Zealand,757499028,Stub,4.9
Chiu Kwok-chun,New Zealand,757499193,Stub,4.9
Viva Donaldson,New Zealand,757499359,Stub,4.9
Frances May Don,New Zealand,757499412,Stub,4.9
Rowland Robert Teape Davis,New Zealand,757499471,Stub,4.9
May Edith Evelyn Furey,New Zealand,757499572,Stub,4.9
William Bernard McIlveney,New Zealand,757500248,Stub,4.9
Mary Ann Recknall McCarthy,New Zealand,757500280,Stub,4.9
Tui Alfreda Mayo,New Zealand,757500310,Stub,4.9
Joseph Masters,New Zealand,757500416,Stub,4.9
Albin Martin,New Zealand,757500444,Stub,4.9
Rehutai Maihi,New Zealand,757500543,Stub,4.9
Robert Reyburn,New Zealand,757500658,Stub,4.9
Henry Stokes Tiffen,New Zealand,757500838,Stub,4.9
Alexander Sligo,New Zealand,757681127,Stub,4.9
Alfred William East,New Zealand,757681167,Stub,4.9
Andrew Agnew Stuart Menteath,New Zealand,757681173,Stub,4.9
Andrew Graham (politician),New Zealand,757681175,Stub,4.9
Andrew Loughrey,New Zealand,757681177,Stub,4.9
Arthur Beauchamp,New Zealand,757681257,Stub,4.9
Arthur Robert Oliver,New Zealand,757681307,Stub,4.9
Augustus White,New Zealand,757681320,Stub,4.9
Cecil de Lautour,New Zealand,757681351,Stub,4.9
Charles Albert Creery Hardy,New Zealand,757681408,Stub,4.9
Charles Christie Graham,New Zealand,757681441,Stub,4.9
Charles Hunter Brown,New Zealand,757681458,Stub,4.9
Charles Woolcock,New Zealand,757681521,Stub,4.9
Crawford Anderson,New Zealand,757681530,Stub,4.9
Cuthbert Cowan,New Zealand,757681533,Stub,4.9
Daniel Reese (politician),New Zealand,757681536,Stub,4.9
Donald Reid (politician born 1850),New Zealand,757681593,Start,4.9
Edward Graham McMinn,New Zealand,757681650,Stub,4.9
Edward Pearce (politician),New Zealand,757681675,Stub,4.9
Edward Shaw (politician),New Zealand,757681679,Stub,4.9
Eparaima Te Mutu Kapa,New Zealand,757681702,Start,4.9
Felix McGuire,New Zealand,757681716,Stub,4.9
Francis Henry Smith,New Zealand,757681732,Stub,4.9
Francis Humphris Fraser,New Zealand,757681740,Start,4.9
Frank Lethbridge,New Zealand,757681756,Stub,4.9
Fred Sutton,New Zealand,757681766,Stub,4.9
Frederick Haselden,New Zealand,757681790,Stub,4.9
Frederick Nene Russell,New Zealand,757681793,Stub,4.9
George Albert Marchant,New Zealand,757681820,Stub,4.9
George Armstrong (New Zealand politician),New Zealand,757681964,Stub,4.9
George Parker (New Zealand politician),New Zealand,757681967,Stub,4.9
George Jones (New Zealand politician),New Zealand,757682059,Stub,4.9
George Richardson (New Zealand politician),New Zealand,757682096,Start,4.9
George Webster (New Zealand politician),New Zealand,757682102,Stub,4.9
Harry Allwright,New Zealand,757682141,Stub,4.9
Henare Kaihau,New Zealand,757682151,Start,4.9
Henry Driver,New Zealand,757682170,Stub,4.9
Henry Feldwick,New Zealand,757682175,Stub,4.9
Henry Samuel Fitzherbert,New Zealand,757682228,Stub,4.9
Henry Shafto Harrison,New Zealand,757682276,Stub,4.9
Hoani Paraone Tunuiarangi,New Zealand,757682287,Start,4.9
Hoani Taipua,New Zealand,757682289,Stub,4.9
Hone Taare Tikao,New Zealand,757682291,Stub,4.9
Horace Bastings,New Zealand,757682294,Stub,4.9
Hori Tawhiti,New Zealand,757682301,Stub,4.9
Hugh Lusk,New Zealand,757682327,Stub,4.9
Hugh McIlraith,New Zealand,757682328,Stub,4.9
Ihaia Tainui,New Zealand,757682335,Stub,4.9
James Bickerton Fisher,New Zealand,757682353,Stub,4.9
James Burne Ferguson,New Zealand,757682356,Stub,4.9
James Clark Brown,New Zealand,757682364,Stub,4.9
James Dupré Lance,New Zealand,757682376,Stub,4.9
James Green (New Zealand politician),New Zealand,757682396,Stub,4.9
James Temple Fisher,New Zealand,757682447,Stub,4.9
James Wallis (New Zealand politician),New Zealand,757682452,Stub,4.9
John Bacot,New Zealand,757682482,Stub,4.9
John Duncan (New Zealand politician),New Zealand,757682553,Stub,4.9
John Holmes (New Zealand politician),New Zealand,757682566,Stub,4.9
John Kerr (Auckland politician),New Zealand,757682575,Stub,4.9
John Lundon,New Zealand,757682583,Stub,4.9
John Munro (New Zealand politician born 1839),New Zealand,757682590,Start,4.9
John Munro (New Zealand politician born c. 1798),New Zealand,757682597,Stub,4.9
John Richard Jones,New Zealand,757682600,Stub,4.9
John Sangster Macfarlane,New Zealand,757682606,Stub,4.9
John Studholme,New Zealand,757682624,Stub,4.9
Joseph Henry (politician),New Zealand,757682856,Stub,4.9
Joseph Newman (politician),New Zealand,757682897,Start,4.9
Joseph Petrie,New Zealand,757682900,Stub,4.9
Joseph Shephard,New Zealand,757682904,Start,4.9
Karaitiana Takamoana,New Zealand,757682937,Stub,4.9
Lauchlan McGillivray,New Zealand,757682945,Stub,4.9
Lawrence Grace,New Zealand,757682958,Stub,4.9
Matthew Green (New Zealand politician),New Zealand,757683071,Stub,4.9
Oliver Samuel,New Zealand,757683089,Stub,4.9
Patrick Dignan,New Zealand,757683117,Stub,4.9
Pepene Eketone,New Zealand,757683124,Start,4.9
Richard Hobbs (politician),New Zealand,757683160,Stub,4.9
Richard Monk,New Zealand,757683174,Stub,4.9
Richard Oliver (politician),New Zealand,757683178,Start,4.9
Robert Heaton Rhodes,New Zealand,757683200,Start,4.9
Ropata Te Ao,New Zealand,757683312,Stub,4.9
Samuel Hodgkinson,New Zealand,757683318,Stub,4.9
Searby Buxton,New Zealand,757683325,Stub,4.9
Sydney Taiwhanga,New Zealand,757683401,Stub,4.9
Theophilus Daniel,New Zealand,757683414,Stub,4.9
Thomas Kelly (New Zealand politician),New Zealand,757683477,Start,4.9
Thomas Mason (politician),New Zealand,757683595,Stub,4.9
Thomas Tanner (politician),New Zealand,757683616,Stub,4.9
Tureiti Te Heuheu Tukino V,New Zealand,757683659,Stub,4.9
Wi Katene,New Zealand,757683696,Stub,4.9
William Barron (politician),New Zealand,757683724,Stub,4.9
William Daldy,New Zealand,757683744,Start,4.9
William Henderson Calder,New Zealand,757683788,Stub,4.9
William Speight,New Zealand,757683995,Stub,4.9
William Swanson (politician),New Zealand,757684002,Stub,4.9
Wiremu Te Wheoro,New Zealand,757684121,Start,4.9
Francis Pillans,New Zealand,758380131,Stub,4.9
Robert Mitchell (New Zealand politician),New Zealand,758911016,Stub,4.9
Charles Edward Haughton,New Zealand,759129587,Stub,4.9
Ian Fletcher (diplomat),New Zealand,759173368,Start,4.9
Henry Manders,New Zealand,759288047,Stub,4.9
Gerry Eckhoff,New Zealand,759439551,Start,4.9
Patricia Schnauer,New Zealand,759486918,Stub,4.9
Agnes Louisa Weston,New Zealand,759488479,Stub,4.9
Electoral history of Robert Stout,New Zealand,759704899,Start,4.9
Electoral history of Richard Seddon,New Zealand,759705041,Start,4.9
Electoral history of Joseph Ward,New Zealand,759705223,Start,4.9
Electoral history of Harry Holland,New Zealand,759705896,Start,4.9
John Alexander (New Zealand politician),New Zealand,759939969,Stub,4.9
John Barnicoat,New Zealand,759939981,Stub,4.9
Henry Chamberlain (politician),New Zealand,759940004,Stub,4.9
John Curling,New Zealand,759940095,Stub,4.9
Ernest Gray (New Zealand politician),New Zealand,759941378,Start,4.9
William Kenny (New Zealand politician),New Zealand,759944227,Stub,4.9
John Yeeden Lloyd,New Zealand,759944232,Stub,4.9
George Leslie Lee,New Zealand,759944241,Stub,4.9
William Nurse,New Zealand,759948600,Stub,4.9
Harold Arthur Russell,New Zealand,759955171,Stub,4.9
Thomas Renwick,New Zealand,759955238,Stub,4.9
Helen Smith (politician),New Zealand,760134586,Start,4.9
Electoral history of Alfred Hindmarsh,New Zealand,760165231,Start,4.9
John Lillie Gillies,New Zealand,760467434,Start,4.9
Charles Elliott (politician),New Zealand,760631042,Stub,4.9
Henry Williams (New Zealand politician),New Zealand,761006664,Stub,4.9
Ropata Wahawaha,New Zealand,761147156,C,4.9
Murray Smith (New Zealand politician),New Zealand,761396239,Start,4.9
Kenneth Williams (politician),New Zealand,761757833,Start,4.9
Charles Rawlins,New Zealand,762085223,Stub,4.9
Aileen Anna Maria Garmson,New Zealand,762549593,Stub,4.9
John Bathgate,New Zealand,762603569,Start,4.9
Mabel Newlands,New Zealand,762627206,Stub,4.9
Francis Wallace Mackenzie,New Zealand,762895795,Stub,4.9
John William Williams,New Zealand,762962906,Stub,4.9
Sukhi Turner,New Zealand,763050469,Start,4.9
George Petersen (historian),New Zealand,763121694,Start,4.9
Anahera Herbert-Graves,New Zealand,763349739,Stub,4.9
Henry Okey,New Zealand,763610292,Start,4.9
Hugh Valentine,New Zealand,763710944,Stub,4.9
Thomas Fraser (New Zealand politician),New Zealand,763711038,Stub,4.9
George Brodie (New Zealand politician),New Zealand,763711046,Stub,4.9
David Mervyn,New Zealand,763711077,Stub,4.9
Henry Howorth (New Zealand politician),New Zealand,763711116,Stub,4.9
James Fulton (New Zealand politician),New Zealand,763711123,Start,4.9
Robert Gillies (New Zealand politician),New Zealand,763711142,Stub,4.9
George Hepburn (politician),New Zealand,763711166,Stub,4.9
George McLean (New Zealand politician),New Zealand,763711187,Start,4.9
Francis Rich,New Zealand,763711196,Stub,4.9
James Seaton (New Zealand politician),New Zealand,763711211,Stub,4.9
James Shanks,New Zealand,763711224,Stub,4.9
Alfred Rowland Chetham-Strode,New Zealand,763712060,Start,4.9
John Salmon (politician),New Zealand,763763243,Stub,4.9
Henry Scotland,New Zealand,763763249,Stub,4.9
Henry St. Hill,New Zealand,763763273,Stub,4.9
William Stevenson (New Zealand politician born 1864),New Zealand,763763300,Stub,4.9
Thomas Henry Wigley,New Zealand,763763738,Stub,4.9
Grant Morgan,New Zealand,763765865,Stub,4.9
Syd Jackson (Māori activist),New Zealand,764148121,Start,4.9
Thomas Potts,New Zealand,764556460,Stub,4.9
Dave Hereora,New Zealand,764820756,Start,4.9
Allan McDonald (New Zealand politician),New Zealand,764875166,Stub,4.9
Archibald Burns,New Zealand,765907122,Start,4.9
James McLeod (politician),New Zealand,767237711,Stub,4.9
Ewen Alison,New Zealand,767981834,Start,4.9
Roger McClay,New Zealand,768042935,Start,4.9
Tim Barnett (politician),New Zealand,768430752,Start,4.9
Sandra Lee-Vercoe,New Zealand,768706438,C,4.9
Des Morrison,New Zealand,768777782,Stub,4.9
Noelene Raffills,New Zealand,768778427,Stub,4.9
Pita Moko,New Zealand,769690999,Stub,4.9
Hoeroa Marumaru,New Zealand,769695739,Stub,4.9
Thomas Francis Doyle,New Zealand,769975682,Stub,4.9
Bernie Ogilvy,New Zealand,770405672,Start,4.9
Hugo Friedlander,New Zealand,771123269,Stub,4.9
Clive Matthewson,New Zealand,771458395,Start,4.9
Michael Hirschfeld,New Zealand,771563012,Stub,4.9
Donna Demente,New Zealand,771797233,Stub,4.9
Minister of Labour (New Zealand),New Zealand,771942049,Stub,4.9
