page,country,rev_id
Salisu Abubakar Maikasuwa,Nigeria,791421640
Bill Evans (politician),United States,791429003
Raymond Joseph,Haiti,791430072
Bill Gwatney,United States,791431553
Irina Khakamada,Russia,791432502
C.P. Narayanan,India,791432933
Mykola Yankovsky,Ukraine,791433973
Karl von Struve,Russia,791434101
Narayan Chandra Chanda,Bangladesh,791435128
James Cracknell,United Kingdom,791438023
Johann von Leuchselring,Germany,791438265
Masood Abbas,Pakistan,791438905
Laiq Muhammad Khan,Pakistan,791438943
Himayat Ullah Mayar,Pakistan,791439336
Mufti Ajmal Khan,Pakistan,791439820
Mehboob Ullah Jan,Pakistan,791440148
Mohammad Qasim,Pakistan,791440156
Muhammad Nawaz Allai,Pakistan,791441465
Minister of Foreign Affairs (Comoros),Comoros,791441841
Carlos Alberto Arroyo del Río,Ecuador,791443211
Bill Smith (Alberta politician),Canada,791447432
Bill Sykes,Australia,791448632
Jan Ciechanowicz,Poland,791449120
Raja Habib ur Rahman Khan,Pakistan,791454294
Fazaldad Wahla,Pakistan,791455279
Billie Miller,Barbados,791456307
Marie Atkins,Jamaica,791460025
Étienne Pinte,France,791460529
Fernando Márquez de la Plata,Chile,791463616
Önder Sav,Turkey,791464760
Victor Munyaka,Kenya,791469113
Mohammad Forouzandeh,Iran,791470991
Mohammed Mzali,Tunisia,791471526
Muhammad Tariq Khattak,Pakistan,791472640
Muzafer-ul-Mulk,Pakistan,791474559
Francisco Pereira Passos,Brazil,791474639
Pervaiz Khan,Pakistan,791474988
Dilawar Shah,Pakistan,791476189
Alla-ud-Din,Pakistan,791477646
Luigi Barbiano di Belgioioso,Italy,791477670
Luigi Mangiagalli,Italy,791478172
Haider Ali Shah,Pakistan,791478358
Angelo Filippetti,Italy,791478599
Alexis-Michel Eenens,Belgium,791479115
Joseph O'Carroll,Australia,791481044
Emilio Caldara,Italy,791481292
Lal Muhammad Khan,Pakistan,791482245
Emanuele Greppi,Italy,791482847
Binay Ranjan Sen,India,791485337
Bindi Hindowa Samba,Sierra Leone,791486457
Francisco Arízaga Luque,Ecuador,791488268
Bassano Gabba,Italy,791488865
Giuseppe Mussi,Italy,791489379
Giuseppe Vigoni,Italy,791490100
Gérson Bergher,Brazil,791490380
Gaetano Negri,Italy,791491432
Binho Marques,Brazil,791492596
Binilith Mahenge,Tanzania,791493199
Vida Amaadi Yeboah,Ghana,791493454
Williams Régala,Haiti,791494606
Giulio Belinzaghi,Italy,791495469
Pietro Giubilo,Italy,791496320
Ugo Vetere,Italy,791497413
Luigi Petroselli,Italy,791498687
Konstantin Malofeev,Russia,791499473
Rinaldo Santini,Italy,791500052
Glauco Della Porta,Italy,791500713
Urbano Ciocchetti,Italy,791501349
Ep Wieldraaijer,Netherlands,791501883
Biodun Ogunbiyi,Nigeria,791503119
Salvatore Rebecchini,Italy,791503279
Filippo Andrea VI Doria Pamphili,Italy,791503628
Munir Khan Orakzai,Pakistan,791503669
Giovanni Orgera,Italy,791503861
Giangiacomo Borghese,Italy,791504113
Francesco Boncompagni Ludovisi,Italy,791504743
Ettore Ponti,Italy,791505210
Ludovico Spada Veralli Potenziani,Italy,791505263
Filippo Cremonesi,Italy,791505614
Mustafa Khalil,Egypt,791507333
Giannetto Valli,Italy,791508517
Luigi Rava,Italy,791508838
Enrico Cruciani Alibrandi,Italy,791509383
Augusto Armellini,Italy,791509706
Alessandro Guiccioli,Italy,791510098
Pietro Venturi,Italy,791511267
Luigi Pianciani,Italy,791512386
Francesco Rospigliosi Pallavicini,Italy,791512934
Nor Mohamed Yakcop,Malaysia,791513182
Onorato Caetani,Italy,791513220
Alberto Blanc,Italy,791514013
Francisco Navarro,Nicaragua,791514498
Luigi Amedeo Melegari,Italy,791514634
Pompeo Di Campello,Italy,791514978
Hromada (political party),Ukraine,791517822
Lucia Basson,Namibia,791521544
Eudore Pirmez,Belgium,791522290
Sadrul Miya Haque,Nepal,791531714
Alfred Müller-Armack,Germany,791531948
Antón Higueras de Santana,Spain,791536534
Jay N. Shih,Taiwan,791538727
Anat Hoffman,Israel,791539335
Itubwa Amram,Nauru,791544207
Kenas Aroi,Nauru,791544320
Kennan Adeang,Nauru,791544988
Russell Kun,Nauru,791545390
Dominic Tabuna,Nauru,791545522
Aloysius Amwano,Nauru,791545579
Landon Deireragea,Nauru,791545612
René Harris,Nauru,791546922
Richard Schauffele,Germany,791548986
Enrico Costa (politician),Italy,791549032
Antón García Caro,Spain,791553760
Wang Menghui,China,791554518
Óscar Únzaga,Bolivia,791555189
Krasae Chanawongse,Thailand,791557175
Khagendra Nath Dasgupta,India,791557518
Doris Benegas,Spain,791558225
President of Kiribati,Kiribati,791559101
Joey Jagan,Guyana,791565920
Ali Aref Bourhan,Djibouti,791566575
Gustavo Alessandri Valdés,Chile,791566721
Mario Montejo,Philippines,791574231
Mohammad Kamran Khan,Pakistan,791582291
Björgvin G. Sigurðsson,Iceland,791583421
Ernesto Belloni,Italy,791585340
Ignacio Hernando de Larramendi y Montiano,Spain,791586217
Sidiq Koya,Fiji,791586580
Hameed Ullah Jan Afridi,Pakistan,791589709
Zafar Beg Bhittani,Pakistan,791592384
Heather Tanguay,New Zealand,791594053
Myocheong,"Korea, South",791599868
Yosef Sapir,Israel,791603562
Otiko Afisa Djaba,Ghana,791606509
Shurhozelie Liezietsu,India,791609826
Stana Tomašević,Montenegro,791612533
Taavi Aas,Estonia,791614203
Fahri Kasırga,Turkey,791624020
Giuseppe Pasolini,Italy,791625381
Ünal Erkan,Turkey,791626128
Roland van Vliet,Netherlands,791629614
Rinaldo Ossola,Italy,791633680
Max von Oppenheim,Germany,791634849
Rodrigo Rato,Spain,791635336
Leopold Poetsch,Austria,791639312
Malik Shakeel Awan,Pakistan,791644363
Saadat Ali Khan I,Iran,791646519
Dmitry Lobanov-Rostovsky,Russia,791647415
Raja Muhammad Asad Khan,Pakistan,791655504
Raja Muhammad Safdar Khan,Pakistan,791655802
Albert McElroy,United Kingdom,791658645
Phạm Bình Minh,Vietnam,791658947
Nikola Špirić,Bosnia-Herzegovina,791660210
Nadeem Afzal Gondal,Pakistan,791664511
Stanisław Marcin Badeni,Poland,791664976
List of Prime Ministers of Lesotho,Lesotho,791665253
Blanca Jiménez Castillo,Mexico,791665285
Blanca Ovelar,Paraguay,791665420
Zlatko Lagumdžija,Bosnia-Herzegovina,791666908
Blas Infante,Spain,791672678
Blas de Peralta,Spain,791673042
Anastase Gasana,Rwanda,791676386
Lars Oftedal (born 1838),Norway,791677667
Lin Wen-lang,Taiwan,791678228
Chiu Chang,Taiwan,791678597
List of Ministers of Foreign Affairs of Albania,Albania,791679071
Blaž Kavčič (politician),Slovenia,791679825
Rana Muhammad Farooq Saeed Khan,Pakistan,791682507
Jean-Chrisostôme Imbert,Haiti,791682848
Inger Elin Utsi,Norway,791682852
Karine Claireaux,France,791684052
Michel Vergoz,France,791684083
Silje Karine Muotka,Norway,791684401
Mikhail Babich,Russia,791684671
Pavel Pavlovich Kozlovsky,Belarus,791685454
Jacques Cornano,Guadeloupe,791685556
Jacques Gillot,Guadeloupe,791685684
Antoine Karam,French Guiana,791685731
Jean-Baptiste Lemoyne (politician),France,791685778
Georges Patient,French Guiana,791685933
Olina Storsand,Norway,791687301
Blessing Chebundo,Zimbabwe,791690130
Blessing Didia,Nigeria,791690154
Louis André,France,791690846
Sylvestre Oyouomi,Gabon,791692346
Rosario Ybarra,Mexico,791692361
Arun Kumar Singh,India,791693207
Kostandin Boshnjaku,Albania,791693230
Valerian Safonovich,Russia,791693235
Jean-Pierre Nonault,Congo,791693551
Paul Kpoffon,Benin,791694319
Ramadan Çitaku,Albania,791694358
Gedeon Ráday (interior minister),Hungary,791696837
Mohamed Belouizdad,Algeria,791704982
Eduardo Paes,Brazil,791706644
Eduardo Camaño,Argentina,791708178
Marco Aurélio Garcia,Brazil,791712278
Chen Rong (painter),China,791717211
Jaffer Hussain,India,791722663
Babachi Lawal,Nigeria,791726285
Amarnath Gami,India,791730250
A. A. Ames,United States,791732995
Eduard Nalbandyan,Armenia,791733725
Pascal Bodjona,Togo,791734121
Edward J. McCormack Jr.,Ireland,791734335
Anton Neuwirth,Slovakia,791735982
Aurélio Miguel,Brazil,791739712
Ryoko Tani,Japan,791739965
Ioan Grigore Ghica,Romania,791745204
Laurence Vichnievsky,France,791745633
Toaripi Lauti,Tuvalu,791750337
Mahmoud Harbi,Djibouti,791751283
Jerzy Einhorn,Sweden,791755482
Ram Bachhan Ahir (Yadhav),Nepal,791755741
Ankie Broekers-Knol,Netherlands,791756146
Jan Elias Nicolaas Schimmelpenninck van der Oye,Netherlands,791756251
Maria Koc,Poland,791757623
Abbas El Fassi,Morocco,791759538
Ethel Froud,United Kingdom,791760145
Abderrahmane Youssoufi,Morocco,791760146
Abdi Farah Shirdon,Somalia,791760327
Abdolali Bazargan,Iran,791760673
Abdou Soulé Elbak,Comoros,791761149
Bo Let Ya,Myanmar,791761794
Bo Libergren,Denmark,791761811
Yevgeny Roizman,Russia,791761826
Joseph Ole Nkaissery,Kenya,791763444
Abdulbaset Sieda,Syria,791764297
Jagannath Mishra,India,791767179
Bob-Manuel Udokwu,Nigeria,791767952
Mohammed Kazem Yazdi,Iran,791768293
Sayyed Ibrahim Estahbanati,Iran,791769199
Birsel Lemke,Turkey,791781211
Mehmet Ocaktan,Turkey,791781335
Hanefi Mahçiçek,Turkey,791781597
Ecmel Kutay,Turkey,791781699
Filiz Koçali,Turkey,791781817
Emre Köprülü,Turkey,791781920
Mustafa Tuncer,Turkey,791782151
Bob Jones (businessman),New Zealand,791785074
Gu Kaizhi,China,791789391
Bob Loughman,Vanuatu,791789508
Bianrifi Tarmidi,Comoros,791791677
Marcello Visconti di Modrone,Italy,791792623
Fozia Behram,Pakistan,791795500
Sie-A-Nyene Yuoh,Liberia,791797232
President of Botswana,Botswana,791798186
Kate Henshaw,Nigeria,791798551
Ruslan Khasbulatov,Chechen,791803238
Astrit Patozi,Albania,791805823
Kamal Thapa,Nepal,791812974
Bobby Carter,United States,791815119
Ziaul Haque Zia,Bangladesh,791816487
Óscar Osorio,Salvadoran,791821555
Rannveig Guðmundsdóttir,Iceland,791821661
Þórhildur Þorleifsdóttir,Iceland,791821706
Halldóra Eldjárn,Iceland,791821914
Matthías Bjarnason,Iceland,791822104
"Immanuel Jakobovits, Baron Jakobovits",United Kingdom,791823636
Gurjeet Singh Aujla,India,791824057
Paul Okoh,Ghana,791824223
Pauline Tallen,Nigeria,791824810
Neven Mimica,Croatia,791826853
Celso Lafer,Brazil,791827547
Zoltán Meskó,Hungary,791829700
Fabien Di Filippo,France,791830292
Kjartan Jóhannsson,Iceland,791830382
Idhomene Kosturi,Albania,791836458
Zakir Hasanov,Azerbaijan,791840913
List of Slovak politicians,Slovakia,791841710
Pedro Eugenio Aramburu,Argentina,791842191
Jean Kalilani,Malawi,791845528
Juan Pablo Schiavi,Argentina,791845963
Otto Stich,Switzerland,791848981
Willi Ritschard,Switzerland,791849062
Lilian Uchtenhagen,Switzerland,791849699
Jean-Pascal Delamuraz,Switzerland,791850116
Karl Scheurer,Switzerland,791850293
Eduard Müller (Swiss politician),Switzerland,791850486
Philipp Etter,Switzerland,791850644
Jean Bourgknecht,Switzerland,791850708
Roger Bonvin,Switzerland,791850778
Hans Hürlimann,Switzerland,791850822
Alphons Egli,Switzerland,791850872
Ruth Dreifuss,Switzerland,791851341
Adolf Ogi,Switzerland,791851588
Corina Casanova,Switzerland,791852747
Annemarie Huber-Hotz,Switzerland,791852890
François Couchepin,Switzerland,791852949
Hans Schatzmann,Switzerland,791853070
Gottlieb Ringier,Switzerland,791853199
Adolf von Steiger,Switzerland,791853296
Robert Käslin,Switzerland,791853346
George Bovet,Switzerland,791853442
Karl Huber (politician),Switzerland,791853571
Charles Oser,Switzerland,791853607
Oskar Leimgruber,Switzerland,791853666
Ursula Wyss,Switzerland,791853941
Nelly Wicky,Switzerland,791854057
Christine Egerszegi,Switzerland,791854238
Jacqueline Fehr,Switzerland,791854466
Ursula Koch,Switzerland,791854766
Chantal Galladé,Switzerland,791855311
Regula Rytz,Switzerland,791855368
Marlies Bänziger,Switzerland,791855430
Balthasar Glättli,Switzerland,791855523
Daniel Jositsch,Switzerland,791855978
Alfred Rasser,Switzerland,791856215
Bogdan Lis,Poland,791861723
Johann Konrad Kern,Switzerland,791862470
Jonas Furrer,Switzerland,791862732
François Briatte,Switzerland,791862804
Johann Jakob Rüttimann,Switzerland,791862857
Paul Migy,Switzerland,791862903
Johann Jakob Stehlin,Switzerland,791863022
Friedrich Peyer im Hof,Switzerland,791863055
Johann Baptist Weder,Switzerland,791863114
Hans von Hallwyl (1835–1909),Switzerland,791863439
Josef Stutz,Switzerland,791863505
Bognessan Arsène Yé,Burkina Faso,791864611
Claybourn – Claiborne – Clayborn family,United States,791866288
Bogusław Ziętek,Poland,791867309
Bohdan Boyko,Ukraine,791868522
Bohdan Horyn,Ukraine,791868614
Louis Napoleon van der Goes van Dirxland,Netherlands,791869596
Camilla Sköld Jansson,Sweden,791869635
Juilão Mateus Paulo,Angola,791871708
Francisco Cunha Leal,Portugal,791873643
Ibn Humaid,Saudi Arabia,791873772
José Fortunati,Brazil,791874707
Georges Képénékian,France,791875602
Mary Flaherty (politician),Ireland,791878122
Bojan Bojanovski,Macedonia,791879937
Khalida Jarrar,Palestinian Territory,791881528
Khan Abdul Jabbar Khan,Pakistan,791881599
Boka Kondra,Papua New Guinea,791882182
Tuimaleali'ifano,Samoan,791884820
Bola Afonja,Nigeria,791885383
Charun Rattanakun Seriroengrit,Thailand,791888323
"Bolivian National Congress, 1993–97",Bolivia,791893213
William Murison,New Zealand,791894738
Wu Ming-ji,Taiwan,791898698
Tony Frangieh,Lebanon,791899296
Bomba Jawara,Sierra Leone,791902005
Beit HaNassi,Israel,791902460
Alfredo Palacio,Ecuador,791902949
Jamil Mahuad,Ecuador,791903111
Jacquin Strouss Lucena,Colombia,791903719
Ana Milena Muñoz Gómez,Colombia,791903802
Rosa Helena Álvarez Yepes,Colombia,791903923
Susana López Navia,Colombia,791904073
Carolina Correa Londoño,Colombia,791904126
Bertha Hernández Fernández,Colombia,791904170
Lorenza Villegas Restrepo,Colombia,791904204
Danilo Astori,Uruguay,791905287
Jaakko Laakso,Finland,791905434
Rafael Ángel Calderón Fournier,Costa Rica,791906045
León Cortés Castro,Costa Rica,791906342
Rosa Elena Bonilla,Hondura,791906998
Xiomara Castro,Hondura,791907048
Lourdes Rodríguez de Flores,Salvadoran,791907279
Álvaro Magaña,Salvadoran,791907345
Rita Sargsyan,Armenia,791908393
Margot Klestil-Löffler,Austria,791908476
Bonaya Godana,Kenya,791911378
Salvador Castaneda Castro,Salvadoran,791911972
Kenji Ogiwara,Japan,791916774
Marion Lenne,France,791921627
Dimitri Houbron,France,791921895
Bonny Khalwale,Kenya,791924531
Mehmet Müezzinoğlu,Turkey,791935428
Sarath Amunugama (politician),Sri Lanka,791935612
Mir Thebo,Pakistan,791937926
Jean Reymond,Monaco,791944495
Ricardo Joaquín Alfaro Jované,Panama,791945261
Han Changfu,China,791945751
Haidar Abbas Rizvi,Pakistan,791947558
Hari Dev Joshi,India,791948212
Chang Ching-hui,Taiwan,791953403
Olivia Grange,Jamaica,791953909
Ignacio Astarloa,Spain,791954042
Chen Hsiu-hui,Taiwan,791954596
İsmet Yılmaz,Turkey,791955886
Ni Yuanlu,China,791959620
Christian Abbiati,Italy,791960239
David Dalgleish,Australia,791960444
25th Canadian Ministry,Canada,791960968
Banyat Bantadtan,Thailand,791961097
John Sandy,United States,791962485
John Peter Amewu,Ghana,791962906
Boris Dittrich,Netherlands,791964967
Henriette Westhrin,Norway,791965195
John Norquay,Canada,791965408
James McKay (fur trader),Canada,791967092
Maxime Goulet,Canada,791967189
Purge (occupied Japan),Japan,791970043
Boris Trajkovski,Macedonia,791970429
Boris Vieru,Moldova,791970688
As'ad Madani,India,791972162
Mikhail Loris-Melikov,Russia,791974031
Cosmo Haskard,United Kingdom,791974408
Wilfred Bennett Davidson-Houston,Montserratian,791981452
Francisco Bilbao,Chile,791981999
Schelto van Heemstra,Netherlands,791982850
Padma Bahadur Khatri,Nepal,791984174
Ja'da bint al-Ash'at,Yemen,791988806
Mirvan Xhemaili,Macedonia,791991542
V. C. Palanisami Gounder,India,791994111
Kostiantyn Sytnyk,Ukraine,791995878
Lidia Yermoshina,Belarus,792003552
Oscar Camilión,Argentina,792006357
Pak Chun-hong,"Korea, South",792007741
Khadija Ryadi,Morocco,792008880
Mutaib bin Abdulaziz Al Saud,Saudi Arabia,792009065
List of Presidents of Somaliland,Somaliland,792010538
Khieu Samphan,Cambodia,792012094
Botan Ise Alin,Somalia,792014850
List of Italian-American politicians by state,United States,792015412
Anna Kontula,Finland,792015541
Giuseppe Pisanu,Italy,792019163
Relja Bašić,Croatia,792023776
First Lady of Kenya,Kenya,792024344
Boukary Adji,Niger,792030177
Hassan Rahimpour Azghadi,Iran,792033404
Charles Kisolokele,"Congo, Dem. Rep. of",792037043
Kim Chang-ryong,South Korean,792037093
Suzanne Mubarak,Egypt,792037116
Bountiem Phissamay,Laos,792037994
Belinda Neal,Australia,792039252
Hso Khan Pha,Myanmar,792040736
Rodolfo Frigeri,Argentina,792041341
Seng Saekhu,Thailand,792041712
Raymond de Roon,Netherlands,792042616
Boutros Harb,Lebanon,792043702
Phil Cleary,Australia,792050981
Edward Morgan (governor),Jamaica,792053148
Peter Lankhorst,Netherlands,792054298
Lily Eberwein,Malaysia,792054412
Hemchandra Kanungo,India,792057608
Brunetto Latini,Italy,792058792
Momčilo Janković,Serbia,792069862
Eduardo Gauggel Medina,Hondura,792070727
Božidar Ivanović,Montenegro,792070904
Božidar Jakac,Slovenia,792070941
Beril Dedeoğlu,Turkey,792071122
Božo Kovačević (politician),Croatia,792071174
Dominique Anglade,Canada,792072340
Lise Bacon,Canada,792072413
Stephanie Cadieux,Canada,792072702
Rita Saffioti,Australia,792072748
Elinor Caplan,Canada,792072753
Ayşenur İslam,Turkey,792072764
Andrée Champagne,Canada,792072814
Mabel DeWare,Canada,792073051
Sheila Finestone,Canada,792073200
Pasuya Yao,Taiwan,792073632
Seizō Kobayashi,Japan,792076395
Ōta Masahiro,Japan,792076699
Arthur Goldstein,Germany,792076847
Tawatwong na Chiang Mai,Thailand,792077127
David Jacob Cohen,India,792077230
Per-Kristian Foss,Norway,792079008
Athol Meyer,Australia,792084056
Mehdi Hashemi Rafsanjani,Iran,792093348
Bradley Cooper (athlete),Bahamas,792093352
Ashraf Dehghani,Iran,792095777
Ragnvald Paulson,Norway,792098066
Oksana Shachko,Ukraine,792109399
Adam Daniel Rotfeld,Poland,792109973
Víctor Manuel Gutiérrez,Guatemala,792110021
Andreas Zelinka,Austria,792114738
Christian Friis Bach,Denmark,792115962
Rexhep Jella,Albania,792117312
Gennady Grushevoy,Belarus,792117537
Bram Behr,Suriname,792117876
Nancy Lord,United States,792120129
Claude Wilton,United Kingdom,792125557
Alexander Wilson (Australian politician),Australia,792125979
Anna Borucka-Cieślewicz,Poland,792128063
Yoleen Van Camp,Belgium,792131207
Stanley Ntapane,South Africa,792139328
Branislav Andjelić,Serbia,792145785
Branko Crvenkovski,Macedonia,792146742
Dževad Galijašević,Bosnia-Herzegovina,792153668
Mian Muhibullah Kakakhel,Pakistan,792155040
Franca Falcucci,Italy,792155175
Tina Anselmi,Italy,792155218
Rosy Bindi,Italy,792155330
Giovanna Melandri,Italy,792155395
Barbara Pollastrini,Italy,792155581
Mariastella Gelmini,Italy,792155658
Michela Vittoria Brambilla,Italy,792155862
Anna Finocchiaro,Italy,792155913
Maria Carmela Lanzetta,Italy,792156333
Marianna Madia,Italy,792156784
Soledad Becerril,Spain,792157300
Carmen Alborch,Spain,792157557
Cristina Alberdi,Spain,792157641
Loyola de Palacio,Spain,792157789
Isabel Tocino,Spain,792157828
Julia García-Valdecasas,Spain,792158141
Elena Espinosa,Spain,792158401
María Antonia Trujillo,Spain,792158507
Rosa Aguilar,Spain,792159357
Lydia Mutsch,Luxembourg,792159613
Paul Borg Olivier,Malta,792161039
Political families of West Bengal,India,792161177
Olga Givernet,France,792162145
Parthasarathy Reddy,India,792162276
Larry Grossman (politician),Canada,792162965
Nicolas About,France,792164767
Qiu Fengjia,China,792165386
Patrick Vignal,France,792169374
Paul Lüönd,Switzerland,792169537
Ariano Fernandes,Brazil,792170077
Phillip Broughton,United Kingdom,792170640
Gabriel Milan,Spain,792172417
Joachim Son-Forget,France,792172508
Chiu Chuang-liang,Taiwan,792172782
Hsu Jung-shu,Taiwan,792172903
Philip Edmond Wodehouse,Cape Colony,792178662
N. Padmalochanan,India,792184018
C. Jayan Babu,India,792184118
M. Bhaskaran,India,792184265
Igor Gorynin,Russia,792184824
Domingo de Basavilbaso,Spain,792189025
Valdir Raupp,Brazil,792190290
Confúcio Moura,Brazil,792190328
Wang Dongxing,China,792192283
Manuel Antonio Warnes,Spain,792192883
Tomás Bobadilla,Dominican Republic,792195522
Víctor Casco de Mendoza,Spain,792196370
José Núñez de Cáceres,Cuba,792196867
Nicolás Colman,Spain,792197077
Miguel Antonio de Merlos,Spain,792200968
Ibn Abdur Rehman,Pakistan,792201705
João Vaccari Neto,Brazil,792203469
Teferra Wolde-Semait,Ethiopia,792203693
Bill Connor (trade unionist),United Kingdom,792204830
Nabi Avcı,Turkey,792214736
Christian Levrat,Switzerland,792215648
Ralph Lewin,Switzerland,792215738
Khume Ramulifho,South Africa,792215828
Ruan Yuan,China,792220165
Stéphane Trompille,France,792221499
Aude Bono-Vandorme,France,792221521
Julien Dive,France,792221623
Mireille Robert,France,792221719
Jean-Marie Fiévet,France,792222416
Francis Zamora,Philippines,792229042
Alemayehu Atomsa,Ethiopia,792229351
Jonas Vailokaitis,Lithuania,792232090
Mark Clinton,Ireland,792241883
Mohamed Bouzoubaa,Morocco,792242667
First Lady of Mali,Mali,792247279
Colin Kay,New Zealand,792248954
Youssef Amrani,Morocco,792249874
Roy Leu,Taiwan,792250378
Horatio Wills,Australia,792251564
Paul Mba Abessole,Gabon,792251600
Template:Sultans of Sulu and claimants,Philippines,792252281
Barrie Hutchinson,New Zealand,792252332
Kazem Seddiqi,Iran,792254859
Joël Giraud,France,792256488
Huang Lixin,China,792257122
Flamur Noka,Albania,792258578
Péter Vályi,Hungary,792258846
Cédric Roussel (politician),France,792260347
Ahmet Türk,Turkey,792261880
Laurence Trastour-Isnart,France,792263877
George Vasiliou,Cyprus,792268359
Süleyman Yağcıoğlu,Turkey,792269185
Takeshi Noma,Japan,792272549
Georges Bidault,France,792273913
Sisowath Sirik Matak,Cambodia,792274582
Pallop Pinmanee,Thailand,792277230
Cherrylyn Santos,Philippines,792281510
Kakaev Yakshigeldy,Turkmenistan,792285242
Raja Riaz Ahmad Khan,Pakistan,792287366
Robert Beglarian,Armenia,792289455
Yahya Kanu,Sierra Leone,792289837
Kamal Daneshyar,Iran,792289945
Édouard Descamps,Belgium,792290144
Elaheh Koulaei,Iran,792293628
Hushang Hamidi,Iran,792294333
Amir Reza Khadem,Iran,792294732
Hamid Reza Katouzian,Iran,792295125
Hossein Kamali,Iran,792295357
Jalal Jalalizadeh,Iran,792295537
Monica Geingos,Namibia,792295818
Esther Lungu,Zambia,792296625
Mikhail Borovitinov,Finland,792296715
José María Tornel,Mexico,792297661
Tim Mudde,Netherlands,792298288
Azam Taleghani,Iran,792298296
Esmail Shooshtari,Iran,792298478
Levon Davidian,Armenia,792301034
Bahaedin Adab,Iran,792301043
Spencer Darwin Pettis,United States,792301200
Mousa Qorbani,Iran,792301252
"Ian Fraser, Baron Fraser of Lonsdale",United Kingdom,792301985
Afuʻalo Matoto,Tonga,792305900
Murat Karayalçın,Turkey,792309300
Fatafehi Tuʻipelehake,Tonga,792312760
Maria Tomé,Sao Tome and Principe,792313634
K. Venkatesh,India,792315756
Madhavrao Bagal,India,792316482
Adrien Quatennens,France,792316912
Brigi Rafini,Niger,792319498
Amir Nosrat'ollah Balakhanlou,Iran,792320469
Brigitte Neveux,France,792321854
Brigitte van der Burg,Netherlands,792322451
Brij Lal,Fiji,792323975
Sonatane Tuʻa Taumoepeau-Tupou,Tonga,792325182
Mahammad Ali Tarbiat,Iran,792325233
Mohammad Khiabani,Iran,792325915
José Correia da Serra,Portugal,792326196
Brimmo Yusuf,Nigeria,792328388
Rizal Nurdin,Indonesia,792330075
Lorenzo Bernal del Mercado,Spain,792334445
List of Israeli politicians,Israel,792335628
Yassir Znagui,Morocco,792347134
Jamshid Bahman Jamshidian,Iran,792347771
Anatole Collinet Makosso,Congo,792348157
Leticia Ramos-Shahani,Philippines,792348967
Philip Kaloki,Kenya,792353438
Liliya Hrynevych,Ukraine,792353503
Eduardo Valencia Ospina,Colombia,792362367
Albert Kawana,Namibia,792363345
Galina Khovanskaya,Russia,792363476
Nerissa Corazon Soon-Ruiz,Philippines,792372272
T. O. S. Benson,Nigeria,792375026
Wojciech Trąmpczyński,Poland,792377599
José Dirceu,Brazil,792382412
Ning Jizhe,China,792385063
Brito Sozinho,Angola,792385356
Julio Adalberto Rivera Carballo,Salvadoran,792385744
Muriel Ressiguier,France,792388987
Éric Coquerel,France,792389069
Caroline Fiat,France,792389163
Bastien Lachaud,France,792389233
Mathilde Panot,France,792390160
Sabine Rubin,France,792390372
K. Kunhali,India,792391246
Audrey Dufeu-Schubert,France,792393130
Christophe Arend,France,792393188
Ali Mansur,Iran,792393990
Mohammad Sa'ed,Iran,792394184
Ebrahim Hakimi,Iran,792394356
Ali Soheili,Iran,792394645
Ahmad Matin-Daftari,Iran,792394849
Mahmoud Djam,Iran,792394899
Abdol Majid Mirza,Iran,792395261
Mohammad Vali Khan Tonekaboni,Iran,792395287
Abolqasem Naser ol-Molk,Iran,792395415
Mirza Ali Asghar Khan Amin al-Soltan,Iran,792395534
Morteza Gholi Khan Hedayat,Iran,792396057
Marko Selakovic,Serbia,792400552
Muhammad Ijaz Virk,Pakistan,792401241
Sahabzada Muhammad Mehboob Sultan,Pakistan,792401682
List of Vice Presidents of the Republic of China,Taiwan,792401933
Farkhanda Amjad,Pakistan,792402145
Edwin Nii Lante Vanderpuye,Ghana,792406225
Kobina Sekyi,Ghana,792406360
Tapley Seaton,Saint Kitts and Nevis,792406694
Zahra Shahid Hussain,Pakistan,792407868
Bronislovas Genzelis,Lithuania,792409305
List of Indigenous Australian politicians,Australia,792410190
Ramiz Jaraisy,Israel,792411438
Bronwyn Pike,Australia,792411628
Rana Mohammad Hanif Khan,Pakistan,792411780
Yuriy Lutsenko,Ukraine,792413966
Pavel Rychetský,Czech Republic,792417439
Manuel María Ramírez Fortoul,Colombia,792422661
Richard Collas,Guernsey,792424069
Al Grassby,Australia,792424148
Muhammad Hanif Malik,Pakistan,792425514
Giovanni Giuda Giona Battista,Poland,792425895
Sahabzada Syed Murtaza Amin,Pakistan,792426156
Sumaira Yasir Rasheed,Pakistan,792427685
Majid Khodabakhsh,Iran,792428154
Parviz Kazemi,Iran,792438683
Nawab Zada Wali Muhammad Khan,Pakistan,792439958
Praveen Agrawal,India,792440851
Carl Rattray,Jamaica,792441839
Abdirahman Haji Aden Ibbi,Somalia,792445124
Omar Abu Risha,Syria,792451225
Hla Myint Swe (minister),Myanmar,792454267
Benoit Simian,France,792457458
Láilá Susanne Vars,Norway,792458459
Véronique Hammerer,France,792459664
Olivier Falorni,France,792460384
Luis A. Eguiguren,Peru,792461862
Francisco del Rosario Sánchez,Dominican Republic,792463390
Lyudmila Alexeyeva,Russia,792467670
Ómar Ragnarsson,Iceland,792474759
Gustáv Slamečka,Czech Republic,792476721
Lamin Saine,Gambia,792484949
Bruno Ferrante,Italy,792489768
Bruno Frick,Switzerland,792490146
Bruno Tobback,Belgium,792495719
